,Description of intake location changes,Description of noncompliance with terms and conditions,Description of place of use changes,Description of type of use changes,I am complying with all terms and conditions,I have reviewed my water right permit,Intake location has been changed,Place of use has changed,Type of use has changed,ApplID,Report_ID
9503,,,,,Yes,,,,,A029646,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113187
9504,,,,,Yes,,,,,A029646,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156558
9505,,,,,Yes,,,,,A029646,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208428
9506,,,,,Yes,,,,,A029646,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236162
9507,,,,,Yes,,,,,A029646,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293217
9508,,,,,Yes,,,,,A029646,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=341029
9509,,,,,,,,,,A029646,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36754
9510,,,,,Yes,Yes,,,,A029646,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49385
9511,,,,,Yes,,,,,A029646,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85980
9512,,,,,Yes,,,,,A029647,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113188
9513,,,,,Yes,,,,,A029647,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156387
9514,,,,,Yes,,,,,A029647,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208609
9515,,,,,Yes,,,,,A029647,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236163
9516,,,,,Yes,,,,,A029647,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293048
9517,,,,,Yes,,,,,A029647,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340484
9518,,,,,Yes,Yes,,,,A029647,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36959
9519,,,,,Yes,Yes,,,,A029647,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49677
9520,,,,,Yes,,,,,A029647,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85981
9521,,,,,Yes,,,,,A029651,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236164
9522,,No constructon on pond #2 has started,,,No,,,,,A029651,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292885
9523,,Construciton has not yet begun on pond #2,,,No,,,,,A029651,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340113
9524,,,,,Yes,,,,,A029651,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=380190
9525,,,,,Yes,Yes,,,,A029651,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50022
9526,,,,,Yes,,,,,A029662,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112471
9527,,,,,Yes,,,,,A029662,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156929
9528,,,,,Yes,,,,,A029662,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207704
9529,,,,,Yes,,,,,A029662,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=232915
9530,,,,,Yes,,,,,A029662,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236165
9531,,,,,Yes,Yes,,,,A029662,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36582
9532,,,,,Yes,Yes,,,,A029662,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50470
9533,,,,,Yes,Yes,,,,A029662,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84379
9534,,,,,Yes,,,,,A029662,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85258
9535,,,,,Yes,,,,,A029664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112659
9536,,"Current daily demands exceed the Direct Diversion Rate, Annual production is under the 35AF diversion allotment.",,,No,,,,,A029664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156930
9537,,"Current daily demands exceed direct diversion rate, annual production is under the 35 AF allotment.",,,No,,,,,A029664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208610
9538,,"Current daily demands exceed direct diversion rate, annual production is under the 35 AF allotment.",,,No,,,,,A029664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=290203
9539,,"Current daily demands exceed direct diversion rate, annual production is under the 35AF allotment. Flow rate has been adjusted in 2017 to stay below the instantaneous diversion rate of 0.11cfs.",,,No,,,,,A029664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293621
9540,,Flow exceeded 49 gpm,,,No,,,,,A029664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=341030
9541,,,,,,,,,,A029664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36876
9542,,,,,Yes,Yes,,,,A029664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49589
9543,,,,,Yes,,,,,A029664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85451
9544,,,,,,,,,,A029669,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37143
9545,,,,,Yes,,,,,A029670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112849
9546,,,,,Yes,,,,,A029670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157500
9547,,,,,Yes,,,,,A029670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208611
9548,,,,,Yes,,,,,A029670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236166
9549,,,,,Yes,,,,,A029670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294159
9550,,,,,Yes,,,,,A029670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339745
9551,,,,,,,,,,A029670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36939
9552,,,,,Yes,Yes,,,,A029670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49386
9553,,,,,Yes,,,,,A029670,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85639
9554,,,,,Yes,,,,,A029671,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113013
9555,,,,,Yes,,,,,A029671,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156931
9556,,,,,Yes,,,,,A029671,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207342
9557,,,,,Yes,,,,,A029671,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236167
9558,,,,,Yes,,,,,A029671,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293587
9559,,,,,Yes,,,,,A029671,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340301
9560,,,,,Yes,,,,,A029671,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36415
9561,,,,,Yes,Yes,,,,A029671,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49839
9562,,,,,Yes,,,,,A029671,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85803
9563,,,,,Yes,,,,,A029672,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112274
9564,,,,,Yes,,,,,A029672,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157501
9565,,,,,Yes,,,,,A029672,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208612
9566,,,,,Yes,,,,,A029672,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236168
9567,,,,,Yes,,,,,A029672,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294160
9568,,,,,Yes,,,,,A029672,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340666
9569,,,,,Yes,Yes,,,,A029672,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36756
9570,,,,,Yes,Yes,,,,A029672,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49640
9571,,,,,Yes,,,,,A029672,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85061
9572,,,,,,,,,,A029674,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36485
9573,,,,,Yes,Yes,,,,A029674,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49861
9574,,,,,Yes,,,,,A029678,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112851
9575,,,,,Yes,,,,,A029678,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156559
9576,,,,,Yes,,,,,A029678,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208430
9577,,,,,Yes,,,,,A029678,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236169
9578,,,,,Yes,,,,,A029678,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293218
9579,,,,,Yes,,,,,A029678,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340302
9580,,,,,,,,,,A029678,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36851
9581,,,,,Yes,Yes,,,,A029678,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49721
9582,,,,,Yes,,,,,A029678,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85641
9583,,,,,Yes,,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112275
9584,,,,,Yes,,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157503
9585,,,,,Yes,,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207343
9586,,,,,Yes,,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=234880
9587,,,,,Yes,,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236170
9588,,,,,Yes,,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294161
9589,,,,,Yes,,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340712
9590,,,,,,,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37089
9591,,,,,Yes,Yes,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49453
9592,,,,,Yes,,,,,A029679,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85062
9593,,,,,Yes,,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113189
9594,,,,,Yes,,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156388
9595,,,,,Yes,,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207705
9596,,,,,Yes,,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236171
9597,,,,,Yes,,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293049
9598,,,,,Yes,,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=335118
9599,,,,,Yes,,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339746
9600,"No, I have not changed to intake location",,"No, I have not changed the place of use","No, I have not  changed the type(s) of use.",Yes,Yes,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36580
9601,,,,,Yes,Yes,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50218
9602,,,,,Yes,,,,,A029681,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85982
9603,,,,,Yes,,,,,A029682,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113190
9604,,,,,Yes,,,,,A029682,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157297
9605,,,,,Yes,,,,,A029682,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208613
9606,,,,,Yes,,,,,A029682,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236172
9607,,,,,Yes,,,,,A029682,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293957
9608,,,,,Yes,,,,,A029682,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340667
9609,,,,,Yes,Yes,,,,A029682,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37419
9610,,,,,Yes,Yes,,,,A029682,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50095
9611,,,,,Yes,,,,,A029682,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85983
9612,,,,,Yes,,,,,A029685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112472
9613,,,,,Yes,,,,,A029685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157504
9614,,,,,Yes,,,,,A029685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208063
9615,,,,,Yes,,,,,A029685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236174
9616,,,,,Yes,,,,,A029685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340668
9617,,,,,,,,,,A029685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37122
9618,,,,,Yes,Yes,,,,A029685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50330
9619,,,,,Yes,,,,,A029685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85259
9620,,,,,Yes,,,,,A029686,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112711
9621,,,,,Yes,,,,,A029686,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157167
9622,,,,,Yes,,,,,A029686,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208465
9623,,,,,Yes,,,,,A029686,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236175
9624,,,,,Yes,,,,,A029686,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293832
9625,,,,,Yes,,,,,A029686,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340669
9626,,,,,Yes,,,,,A029687,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112509
9627,,,,,Yes,,,,,A029687,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156783
9628,,,,,Yes,,,,,A029687,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207566
9629,,,,,Yes,,,,,A029687,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236176
9630,,,,,Yes,,,,,A029687,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293446
9631,,,,,Yes,,,,,A029687,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340860
9632,,,,,Yes,,,,,A029688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112097
9633,,,,,Yes,,,,,A029688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156932
9634,,,,,Yes,,,,,A029688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207707
9635,,,,,Yes,,,,,A029688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236177
9636,,,,,Yes,,,,,A029688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293588
9637,,,,,Yes,,,,,A029688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=341031
9638,,,,,Yes,,,,,A029688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36987
9639,,,,,Yes,,,,,A029688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50191
9640,,,,,Yes,,,,,A029688,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84882
9641,,,,,Yes,,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112276
9642,,,,,Yes,,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156749
9643,,,,,Yes,,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207524
9644,,,,,Yes,,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=231496
9645,,,,,Yes,,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236178
9646,,,,,Yes,,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293409
9647,,,,,Yes,,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340115
9648,,,,,,,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36962
9649,,,,,Yes,Yes,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50641
9650,,,,,Yes,,,,,A029689,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85063
9651,,,,,Yes,,,,,A029694,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236179
9652,,,,,Yes,,,,,A029694,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294163
9653,,,,,Yes,,,,,A029694,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340485
9654,,,,,Yes,,,,,A029698,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112660
9655,,,,,Yes,,,,,A029698,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156390
9656,,,,,Yes,,,,,A029698,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207525
9657,,,,,Yes,,,,,A029698,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236180
9658,,,,,Yes,,,,,A029698,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293089
9659,,,,,Yes,,,,,A029698,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340675
9660,,,,,Yes,Yes,,,,A029698,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37876
9661,,,,,Yes,Yes,,,,A029698,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50121
9662,,,,,Yes,,,,,A029698,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85452
9663,,,,,Yes,,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112098
9664,,,,,Yes,,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156560
9665,,,,,Yes,,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208064
9666,,,,,Yes,,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236181
9667,,,,,Yes,,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293219
9668,,,,,Yes,,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=341036
9669,,,,,Yes,,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36442
9670,,,,,Yes,,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=48621
9671,,,,,Yes,Yes,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49480
9672,,,,,Yes,,,,,A029711,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85805
9673,,,,,Yes,,,,,A029718,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111900
9674,,,,,Yes,,,,,A029718,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157129
9675,,,,,Yes,,,,,A029718,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208065
9676,,,,,Yes,,,,,A029718,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=236182
